id,toxic,severe_toxic,obscene,threat,insult,identity_hate,non-toxic,comment_text
579a22a2a56d0b65,1,0,1,0,1,0,0,rona bitch got pizzazz wait hate plus sent decoy suicide mission giles orders talk
d603f00cd06c5360,0,0,0,0,1,0,0,lmao male nurse
06136e1ab96abfda,0,0,0,0,0,0,1,wikipedia articles deletion mugglecast hee edit conflict asking citation making move got links talk page contributor provided see post trying nurse along put weak delete based upon given still like see smidge since wroking proposed wp web like follow unreasonable c
7cda3841fe7e0804,1,1,1,0,1,1,0,fuck ckatz german cock sucker fucker mother fucker
46368d8f7f1302d5,1,1,1,0,1,0,0,idiots fascists idiots know whether laugh cry troll created troll sock puppet really think calling sock puppet going stop way cross meat puppets proxies list wrong think better lock talk pages run away fear stopping way threats stupid trouble insist censoring single article hide fraud takes place makes criminal accomplices fraud like fascist society rewritten rules abuse conducted abused abusers guys want hide truth right wrong got power play nice might leave alone otherwise go fornicate
5fb52a42944da282,1,0,1,0,1,0,0,rong u pervert ahte u leave alone ur info turning one week oct go away hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate yo
f2bd4fd6b37772ad,1,0,1,0,1,0,0,plan ask advice assume situations know sides know assume makes ass found innocent several admins insist calling racist prick plan talk anyone jumps conclusions welcome speak extremely biased wont watching reply reading fucking idiot words spelled right
04063512ff567984,0,0,0,0,0,0,1,good idea try start page blanking disambiguation page rightly titled michael anthony put article artist artist see wp mosdab unsure disambiguation pages blank page
0602cddaca373a51,0,0,0,0,0,0,1,honestly idea think rrs important getting rrs nets cold cash getting th one crucial
059abb552a0fa6d9,0,0,0,0,0,0,1,goodness sake block please
0082b4b42b3f07a1,0,0,0,0,0,0,1,abused nothing threats extremely disrespectful rules wikipedia ever done tried improve quality wikipedia articles maintain standards quality treated like vandal registered muck articles account blocked administrator
04b85fe3fb961585,0,0,0,0,0,0,1,orangemarlin post dont care unblock demand undo revert post orangemarlins talk page vandalism totally relevant discussion right remove especially read
13e494cbea9d0c4e,0,0,0,0,0,0,1,sufjan realize may fan mr stevens rapant fanboyism inappropriate wikipedia appropriate list criticisms work
2dbe091f49b3ef90,1,0,1,0,1,0,0,fat fat faggot n n brandenburg ave merrill wisconsin n n brandenburg ave merrill wisconsin
c3b5d8ad507f038f,1,0,1,0,1,0,0,wait r big ideot wid psp slim r dumb
475a851a6bc88005,1,0,1,0,1,0,0,bye going deal assholes best wishes boomer
027d5c361f3a61e0,0,0,0,0,0,0,1,cfr perfectly accurate source council foreign relations cfr org recognized legitimate think tank studies international terrorisim united staes govt claim credible idiotic legitimate online newspaper source studied northern ireland compliled list uda uvf killed ira inla vice versa facts good included article
0cbaad1873274889,0,0,0,0,0,0,1,well best regards
02230885017a50c5,1,0,1,1,1,0,0,fuck smith please notified die want dance grave
c06cd5be020445e4,1,1,1,1,1,0,0,find real life kill find real life cut throat miserable piece shit fuck fucking douchebag fucking kill family fucking miserable worm
9f024491e673f702,1,0,0,0,1,0,0,major fag going write paragraph fag never contact dear gb fag whoops fag trying get man hope also act dooshish way dont like play pranks dooshish website last contact say mean things never bother bye gb fag hopefully foreve
161f52069df82a34,1,0,0,0,1,0,0,hey idiot one repeatedly undoing edits go away stop vandalising
61f95687f7b1d2ed,1,0,1,0,1,0,0,worry saw telly years ago saying going kill moslims admission guilt already public domain piece filth belongs deep pit hell
11ec6078ad3cd031,0,0,0,0,0,0,1,see userpage articles created articles fight take ga sections zootalk
d4d0f7ba8eddf8a8,1,0,0,0,0,0,0,without playing silly game skip point suggest new sentence argument cited american physical cultural anthropologists evidence racial categories biologically meaningless behavioral differences groups cannot genetic underpinnings physical cultural anthropologists countries notably russia china mostly opposite opinion believe racial categories biologically meaningful likewise majority forensic anthropologists biologists developmental psychologists believe race biologically meaningful
a031eb22dc523da3,1,0,0,0,1,0,0,yall vandals like tyar stopdroproll like mean
0bd63a95b46f6eb3,1,0,0,0,0,0,0,lame internet man matter show blocked change ip care even successfully block im using home computer xd
b411a37180977309,1,0,0,0,0,0,0,dude consistant anyone following edits see remove articles white related others statements made silly reply need talk hear excuses lame
0c36f9e173bb8acd,0,0,0,0,0,0,1,however variety english usage known british english referred
183476a6de14f542,0,0,0,0,0,0,1,hello ibnamioun thank last chat threats course terrible thing users must follow certain editing guidelines wikipedia wiki threats appear directly related wikipedia activity therefor relevant context article also good practice sign talkpage comments button toolbar editing field use sign comments best regards
db9c8cb613a1ecd0,1,0,0,0,0,0,0,reported racist obviously bigoted racist removed page gordon name article name yet removing articles names people nation clearly something surprise people deal limited intellectual capacity especially copmes evaluating shortcomings cf http blogs telegraph co uk news kateconnolly fachidiot even actually graduated university self taugt like appear case blatant serbophobia removing start articles names culture disparage disgrace wikipedia english btw deleted nonsense posted talk page ever unwanted unacceptable posting either report meta wiki racist unfit work site
1a207cb66f2824a8,0,0,0,0,0,0,1,different person vegemite guy died btw actually invent vegemite scientist cyril p callsiter responsible working turn brewery waste something palatable walker marketed aug utc
3a8bc18314e95d4f,1,0,0,0,0,0,0,people like enemy peace think wider honest man unhappy man cheers
14aad1630f916c09,0,0,0,0,0,0,1,vandalism remove appropriate warnings placed talk page continue blocked editing wikipedia well quote text directly fromt sources see anything wrong sources used information backed sources well example according ny daily news many senior counterterror officials believe half dozen uyghurs eyed release virginia troubling ties al qaeda affiliated terror group turkistan islamic party tip also known east turkistan islamic movement uyghurs cleared release though considered least dangerous still gitmo suspected operatives east turkestan islamic movement treasury department lists leader abdul haq member osama bin laden shura council al qaeda board directors read http www nydailynews com news politics several guantanamo bay html ixzz kv hhlpq c http www nydailynews com news politics several guantanamo bay html according nur bekri chairman xinjiang regional government fight guangdong triggered sexual female han worker assault uygur coworker said http news xinhuanet com english content htm conflicting reports different sources explain add different opinions balanced discussion rather simply removing others comments
2b966ce47556ccd6,0,0,0,0,1,0,0,sly little devil noticed recently deleted sections talk page showing clearly wants manipulate austrian school fractional reserve banking debt based monetary system check history page guy major napolean complex suspect something may small side hope height
07b245c8aebc0eb8,0,0,0,0,0,0,1,great work still dyk ready oh well great article none less talk
0b9f7c65d046077f,0,0,0,0,0,0,1,editing wikipedia shouldbe something making lots afds voting delete lots afds deleting content everywhere never encountered negative editor
17c6106bc3141a42,0,0,0,0,0,0,1,always billed denver memory people reverting la wrong need video reference back otherwise keep reverted punk
4e9a63def4808747,1,0,0,0,0,0,0,information get help people good faggots deleting numbers look heavily vandalised articles rather try beat someone trying help people get life bloody common sense maybe think editing article fits weenie rules weeks aussies dying anymore nerds
00d1f0e112b4b3c1,0,0,0,0,0,0,1,mfd nomination wikipedia try best wikipedia try best page substantially contributed nominated deletion opinions matter welcome please participate discussion adding comments wikipedia miscellany deletion wikipedia try best please sure sign comments four tildes free edit content wikipedia try best discussion remove miscellany deletion template top page removal end deletion discussion thank contributions talk
115398a1d65a56a3,0,0,0,0,0,0,1,subsequent account referring talk
67b3f1964a3e2a1f,1,0,0,0,0,0,0,ewwwwwww tim dummy
6672d82b905b2ed6,1,0,1,0,1,0,0,whole nickers comment deserved stupid
184370a5fafa03d2,0,0,0,0,0,0,1,legends roster thick year got legend game think years game bam bam bigelow bret hart dusty rhodes eddie guerrero hulk hogan jerry lawler jim neidhart mick foley mr perfect rock roddy piper shane mcmahon steve austin tazz macho man randy savage ultimate warrior british bulldog davey boy smith owen hart chris benoit make legend game vince mcmahon bold version chris jericho sound jared green august
05f0ec47ee913b37,0,0,0,0,0,0,1,merge afd discussion suggested article merged texas college science
a668956b729e2e95,1,0,0,0,1,0,0,better dog girl girl come delete section good girl give biscuit
bd19d7a8e8545087,1,0,1,0,1,0,0,makes useless piece shit
7c7f10f967976ef6,0,0,1,0,0,0,0,blocking dont understand motivation blocking say made personal attacks link followed qiyamah talk page presume mean comment universaliss vandalizing im sure confused simply refrained viewing last two edits last two edits motivated accusation replaced page utter nonsense blocked didnt even rv vandalism assume decision block accident seem suspect especially considering recent persistent need engage convos really dont concern woohookity vfd consensus read comment southerncomfort talkpage think know mislead never talked user said blocked universaliss week mean blocked yesterday last week matter simply want user stop reverting old outdated versions page contain grammatical technical inaccuracies stop personal attacks religious attacks towards protestants jews ahmadis stop deleting information disagrees really dont think asking much terms diffusing situation tried add passage parties could agree response massively delete info various sections add comments like fucking troll august utc
e5bf9fa72a64c334,1,0,1,0,1,0,0,theres fucking wiki page insane person http en wikipedia org wiki mutilation
6d063d8888c30ce7,1,0,0,0,0,0,0,discussion destroying crap topic seems edit topic give proper name people try revert ban vandalism ok fine topic crap anyone edits vandal banned crapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcrapcr
fb05b90203c050f1,0,0,0,0,1,0,0,wrong also spoke ign david hayter voice docbengal understand andrew anthony voice tv commercials also says right article ign line commercials game game daivd hayter voice game even credits end game someone esle add pretty funny people idiots think rough information take done
b32d1c891b494327,1,0,1,0,1,0,0,give fuck personal attack shit pats win ohh ya wouldya block yet rules shit
c1723b16ec5d9979,1,0,1,0,1,0,0,u wat ass hole go fuck self stop ben dick head u trouble motha fucka u getin visit fronm fbi buddy keep coming yourl never find
360404f72cb2d771,1,0,0,0,1,0,0,criminal criminal change scientific fact kurds iranians says every text book study culture genetics history language geogrpahy calender traditions proof know many kurds outraged israelis propaganda artists
15268c88eaacf732,0,0,0,0,0,0,1,made changes bio way confirm actually said comments chat room called excite
199832cbaff4d96d,0,0,0,0,0,0,1,think prometheus class starship seemed highly advanced ability use multi vector assault mode formidable looking design seem advanced sovereign class
b83bb4c9a6cbdf76,1,0,0,0,1,0,0,derhexer cold day hell anything dirty kraut tells
0fd37227f641722a,0,0,0,0,0,0,1,broken record
e405881c43008e32,1,0,1,0,1,0,0,guyzero bite go ahead block ip dont care used k people better yet go fuck
162680f43cfa922e,0,0,0,0,0,0,1,wish quote higher figure contact either hindu times india ask get numbers make major changes wikipedia without proper source
0b29909fa4cb7374,0,0,0,0,1,0,0,regards lcistudent blocking worthless mr friday didpise
dea0e5cd54e99f8c,1,1,0,0,1,0,0,hope children get cancer
0638de0ec13cd777,0,0,0,0,0,0,1,citation even article nothing alien nation ever
3172ce2d68595fb8,0,0,0,0,1,0,0,regarding people glass houses comment bias yank retarded
0c61b995539b2ebf,1,0,1,0,1,1,0,ur immature fr nzi im ur evn debating ur year old baby im like adult nobody likes anyway everybody like fat assholes like u grown ups fight like man fight using words like swearin like eminem dos songs u evn brain shit wat crazy guy user dark hooded smoker
62ed7846551d78ef,1,1,1,0,1,1,0,fag fuck nigger
16c25f98e66edb69,0,0,0,0,0,0,1,hm sounds nice sorry expert go author wrote abstract know part written laymen terms everyone reads english get please note author says fourier say least squares describing paper able get really rather brief sole statement still get fourier analysis lssa two different things contradictions author abstract course bfigura read english please read abstract thanks guys trying hard
432dc57dd180cd97,1,0,1,0,1,0,0,fuck god youn shit asshole
15cf636344522f25,0,0,0,0,0,0,1,ok understand thank letting know map
2c62d986b5d08605,1,1,1,0,1,1,0,fuck fag
79a1c70948f5b169,1,0,1,0,1,0,0,fuck bastard wikipedian translation life scum ounce intellectual capability read dogshit articles time mess punk worth less fucken flea wikipedians scum drone loser
0296430035f695b9,0,0,0,0,0,0,1,messages talk pages afd placing messages users talk pages hope gaining support unacceptable practice agin hinders afd process
d3dae392cd1a7fb1,1,0,1,0,1,0,0,also teles go suck
72c8922a7207c226,1,1,1,0,1,0,0,sticking man cock ass
22d78019d90385d3,1,0,0,0,0,0,0,every edit jackie chan movies u versions many minutes cut correct cocksuckers revert back original versions better back sue
2046ff4eff7ce140,1,0,1,0,1,0,0,sluts think put info sluts prone engaging anal sex first date read
d81adbbe9afeddf9,1,0,1,0,1,1,0,one comitting vandalism dumb polock asshole
e44627d7b6545b9b,1,0,1,0,1,0,0,fuck u mother fucker rajputs kings gave repect brahmins dosent mean brahmins strong ruler rajputs decision makers rajputs fighters rajputs wat parshurama tell u aslo conceded defeat lord rama survanshiya kshatriya rajput u get lost
993c3d67deb32bc8,1,0,1,0,1,0,0,kafziel get life stop working idiots know whats good cause whole damn company burn continues visiting peice shit website telling people know either goin fuckin jerk offs
b5986bca54227a44,1,0,0,0,0,0,0,wikipedia org fans leave one second wikipedia blocked published content racist organizations spam advertize search engines wikipedia org name would like links world links sick racism wikipedia org stop blocking publishing fact spam advertizing anything life real american america
da9a4c2faac10724,1,0,0,0,0,0,0,holy crap lest someone mistakenly visit talk page expecting read truth hence confused reading gentleman comment mistaking writer someone knows talking like point explanation word handicap complete bollocks handicap meant place disadvantage long long time according merriam webster etymology etymology obsolete english handicap game forfeit money held cap hand cap obviously nothing handy cap even related disabled certain individuals may negative connotation use term happens merely due words close association era community welfare practices individuals choice associate negativity word words fault
10dd73ad1b439553,0,0,0,0,0,0,1,talk turnkey linux virtual appliance library archive
a3d59280a1685a04,1,0,1,0,1,0,0,asshole bring everything tell
080935ecbde36c4e,1,0,1,0,0,0,0,cocksucking bastard
818a1cabaacf7f58,1,0,1,0,1,0,0,change gill coliseum page fuckin douche bag one ever gill see mural players south wall need referenced true seen naked eye one need reference say something like rocks grey fuckin faggot leave oregon united states internet immediately
006b94add72ed61c,1,0,1,1,1,1,0,think fagget get oife burn hell hate sorry cant sex running conndoms
49ff2b9223df39ac,1,1,1,0,1,0,0,go fuck
dfed91b6c3c2a497,1,0,1,0,1,1,0,scared resets daily fuck zionist buddies continue edit page good faith get bored battling jewbotts
b7452be38b3cc261,0,0,1,0,0,0,0,casual relationship far nonspecific obscures issue homosexual relationship accurate vulgar fuck buddies casual changed homosexual edit fine
33a8b8310d5dba4d,1,0,1,0,1,1,0,probably german fucking germans nothing changes
97b658e35f5427f7,1,0,0,0,0,0,0,need stop pissing others
48b4700e5e5025e4,1,0,0,0,0,0,0,usually smoke crack
d29436ff5319353b,1,0,1,0,1,0,0,detest absolutely hate scum nothing scum tell wikipedia editing
73e4a6eb71969452,1,0,1,0,1,0,0,yes brianann macamhlaidh fucking idiot
a8d4ca1bf75c682a,1,1,1,0,1,0,0,hey fucking nigger whore removing completely false information ban forthcoming
d99e56d8ba57834c,1,0,1,0,1,0,0,yo problem motherucker
c31f9e172411a550,1,0,1,0,1,1,0,bunch morons go westboro baptist church f disgrace christian faith dare f satanic hold protests soldiers funerals cunts need sorting
85f4530d2f6932be,0,0,0,0,1,0,0,get seriously never even know banned assume september iluvteletubbies ever forgive mortal enimy entern ity look tod copper enimes supposed got cause tod saved copper want save bear like tod something willing forgive willing forgive never happen stink learn tod please
e785c876d945a1dd,1,0,0,0,1,0,0,knew dick fag nice job morgan discussion liked buried comments archive section yea archive stuff days old nice job
53fadd607be7a06f,1,0,0,0,1,0,0,awwwwwww hit little close home faggot comment oh well harrassment true yo way still completely ignoring topic hand expected someone like guess
20c21d2d4e3fe02d,1,0,0,0,0,0,0,think give shit
13353f417a0ecc0d,0,0,0,0,0,0,1,caspian blue korean japanese conflict usual mo thanks noticed note regarding caspan blue removal message mo really discussed set account purely document abuse wiki system caspian blue support ongoing japanese korean conflict articles yonsei severance hospital comfort women see see note typical edit war caspian investing inordinate amount time exaggerating whole situation funny thing started project prejudices koreans whatsoever tend take person come issue solely manner methods caspian blue employing take control topics waste others time energy experienced similar subject matters think hysteria racial prejudices place encyclopedia sorry day wikipedia dumbed fit individuals nationalist agendas
e36d2a727f0c2b56,1,0,1,0,1,1,0,hey sceptre virgin would like longer one either stop editing posts like little bitch b challenge win race tim dwight really fast white boy back day ps tv interests gay
1377d5ab34dc5230,0,0,0,0,0,0,1,thanks quite clear started quite clear escaleated ths could pretend sorry however would effect admission lie disruptive however principls cannot take action unprincipled sorry cannot retract statements simply true
00e0d3f34d4c0ce4,0,0,0,0,0,0,1,future perfect sunrise
1760099e15781d67,0,0,0,0,0,0,1,utc nevermind brain fart talk contribs july
83a8a57e4c9a0683,1,0,1,0,1,1,0,hey bitch create gay ass site lke deadfuck
9a2fb4bec4ce1acd,1,1,1,0,1,0,0,fuck fuck wikipedia reason pages deleted block editing suck dick stupid bitch ass fuckin fagget eat shit die
85c0c3ce1efb9252,1,0,1,0,0,0,0,let see tits lol penis
10ccf0728b128a71,0,0,0,0,0,0,1,afghan government may reward death penalty prostitution afghan people article explain prostitution afghanistan cover every thing including afghans view feel historically afghanistan people lived according local traditions region local rules abide much country governed central government south east country doubt find single prostitution service area tribal society follow taliban style rules
